8,912
6,66
9,954
5,435
7,272
7,63
8,979
5,500
8,492
8,467
6,221
9,920
6,751
5,941
7,327
2,486
1,866
6,383
0,625
6,464
8,819
3,205
4,326
1,281
4,684
3,934
4,751
5,590
6,6
3,597
3,889
8,302
6,871
9,350
5,233
3,43
5,266
3,65
9,214
4,877
8,996
3,300
8,498
1,699
7,359
1,650
8,263
2,311
10,824
10,147
6,317
10,301
1,616
3,824
10,23
8,843
5,628
1,640
5,507
9,624
5,376
5,207
6,123
9,352
2,365
4,759
3,37
5,6
10,526
5,956
0,447
3,132
5,964
6,740
3,121
3,47
7,169
8,567
0,410
6,826
2,924
8,871
9,974
8,478
9,356
3,756
5,597
7,834
10,213
8,741
2,613
7,625
5,965
2,887
5,759
8,324
2,713
0,952
7,799
3,198
4,939
10,632
3,237
5,243
6,227
0,35
2,627
9,918
0,462
3,322
4,415
3,73
8,935
6,894
7,496
9,873
4,638
6,89
5,612
8,494
1,688
8,480
3,258
6,452
6,654
2,67
7,981
4,7
1,113
8,712
1,673
10,971
9,186
9,28
1,740
8,356
0,1
8,424
10,925
3,731
1,805
5,357
5,306
2,925
3,734
8,528
9,117
1,235
5,281
4,36
4,690
8,375
2,746
7,502
10,557
10,315
4,787
3,631
4,733
3,324
2,419
10,59
3,628
5,466
4,616
9,738
4,224
3,210
9,955
10,313
5,733
7,946
8,465
2,585
1,495
10,859
5,908
4,472
10,715
0,286
2,693
5,645
6,485
3,906
8,477
3,783
3,522
2,149
10,996
4,204
9,186
1,882
4,65
0,995
2,766
6,266
0,66
6,327
5,559
3,903
3,433
0,911
6,747
7,968
5,470
0,544
4,788
8,99
8,453
7,790
5,712
2,708
1,883
10,881
10,775
3,724
2,682
2,660
6,576
9,29
7,343
4,316
0,996
4,151
2,580
8,110
0,973
10,44
10,235
8,734
3,887
6,82
7,975
2,736
6,928
7,542
5,926
8,398
0,193
0,710
0,309
3,247
10,377
1,419
5,250
0,894
7,740
2,522
4,600
2,230
1,551
2,470
8,609
4,841
9,855
10,936
3,139
10,998
1,994
2,457
4,725
10,546
10,746
10,151
6,643
1,324
8,406
1,943
6,44
5,781
3,414
2,309
8,391
10,628
4,424
2,724
10,933
1,524
7,494
7,378
7,180
5,703
10,980
4,753
4,194
4,106
10,680
10,855
6,732
4,418
0,901
5,280
6,571
1,435
5,420
8,418
7,498
2,540
8,976
7,895
1,687
0,387
1,375
8,218
9,164
2,458
0,936
7,569
10,20
0,556
4,278
2,964
0,236
1,72
8,343
5,971
6,462
9,713
5,214
7,256
8,826
5,670
5,337
1,944
6,462
9,272
7,648
3,108
4,702
6,692
4,285
6,938
10,965
6,380
4,538
7,182
2,997
5,271
1,307
3,928
1,674
10,803
1,110
7,356
2,304
0,806
1,35
4,161
9,499
10,75
1,272
10,715
8,189
1,973
9,640
0,79
4,719
0,902
7,299
0,397
7,747
0,450
4,690
8,300
6,32
7,102
7,609
2,617
5,405
5,695
9,930
7,589
1,112
1,14
9,873
9,596
5,135
1,810
8,551
7,645
2,589
3,553
2,512
0,348
8,463
8,27
7,123
2,379
10,216
5,885
10,752
1,329
1,618
8,432
6,786
9,72
6,902
1,582
10,916
6,182
2,762
8,975
8,975
0,701
4,466
10,895
6,493
9,910
8,956
3,919
4,583
1,878
2,88
0,625
10,776
9,887
5,662
6,113
9,859
0,410
0,163
10,626
7,187
2,28
6,41
8,167
7,666
6,748
9,312
5,104
1,226
4,335
9,542
5,625
3,324
3,252
1,875
6,136
9,623
8,182
5,385
4,466
5,543
3,333
7,225
1,873
4,241
5,457
10,968
4,712
5,406
0,292
8,27
10,243
5,717
0,198
10,474
3,313
5,699
10,790
3,167
0,197
4,780
3,640
7,679
6,63
3,370
1,578
5,750
9,290
5,788
2,237
2,65
10,829
1,603
8,235
0,578
9,554
3,839
9,485
1,525
6,780
0,825
5,364
0,520
4,175
1,726
2,313
6,759
6,374
3,618
8,977
1,693
5,831
8,614
5,813
5,366
8,148
4,87
3,170
6,92
6,495
10,446
9,367
6,17
5,582
1,476
5,692
6,19
4,588
3,137
7,981
7,577
6,574
6,381
8,73
6,291
4,455
4,66
5,449
3,315
2,198
9,467
2,731
2,416
8,374
6,969
5,116
6,214
1,254
10,385
3,911
8,981
5,443
9,380
1,624
6,927
6,333
8,187
6,816
4,494
4,682
8,894
7,565
3,635
4,911
7,844
9,719
8,279
5,793
6,146
6,439
3,842
7,553
5,495
10,695
1,471
4,163
7,529
6,746
7,294
7,906
3,314
9,268
0,627
3,899
5,234
1,225
10,177
3,908
7,299
0,774
7,565
4,242
3,994
10,297
8,954
1,960
9,103
4,687
4,104
4,854
5,165
10,708
2,309
5,272
0,978
4,148
9,536
1,482
1,159
1,389
3,169
4,786
3,620
10,638
9,800
5,185
5,107
4,889
1,888
5,183
9,435
1,442
10,674
1,577
1,743
1,154
0,568
4,981
10,389
1,951
4,819
3,534
7,47
0,387
4,732
9,718
6,395
1,710
9,163
5,250
2,648
0,242
2,717
5,912
4,843
7,276
9,181
4,223
5,585
2,448
1,654
8,323
0,620
0,974
3,901
5,525
7,123
5,724
5,186
5,765
2,438
8,127
10,58
1,844
6,701
10,624
9,906
2,530
5,185
9,845
6,469
7,205
10,292
3,731
7,54
8,547
5,510
5,848
9,119
9,493
3,464
2,403
2,480
7,396
3,745
7,728
5,120
0,136
7,781
7,912
10,759
0,708
4,311
6,510
7,518
4,912
2,441
3,650
7,336
10,336
10,985
5,98
3,6
1,336
6,905
4,239
2,260
1,53
0,789
4,738
7,699
4,16
3,841
5,49
4,498
5,284
6,692
6,991
10,106
3,838
5,965
4,158
10,807
0,36
8,61
6,703
5,332
10,706
1,268
0,38
7,939
4,712
9,843
8,747
2,113
5,856
10,83
5,446
0,691
6,317
6,255
10,75
1,353
10,774
3,198
2,448
5,941
8,559
4,729
6,228
1,14
7,488
5,962
5,204
1,727
10,516
6,271
3,167
0,625
4,762
4,976
4,206
2,609
4,344
1,928
8,948
10,877
7,509
7,282
1,191
10,647
9,97
3,370
1,755
6,336
9,318
3,213
8,638
2,244
2,125
0,634
10,301
4,700
0,978
6,296
5,678
0,799
1,877
5,717
1,369
2,339
4,844
5,973
7,544
3,839
8,270
2,938
3,470
8,519
9,347
0,538
5,588
3,301
1,295
0,635
7,135
6,858
7,819
10,372
1,152
3,740
4,644
1,520
9,25
1,763
9,304
6,354
7,967
2,23
10,718
3,488
0,876
2,640
4,158
5,272
9,390
0,714
7,298
8,962
5,939
4,488
5,181
2,431
10,710
10,578
8,845
7,385
4,275
0,514
6,269
4,974
6,987
3,400
9,849
0,819
0,853
3,922
6,561
6,209
1,31
10,66
4,689
4,882
9,894
0,8
6,578
6,993
10,34
9,139
6,937
2,241
3,663
0,629
3,766
0,123
2,76
3,490
4,27
5,548
1,781
8,462
5,574
5,163
9,530
4,304
9,412
3,584
0,85
3,14
6,660
10,363
6,714
7,685
7,37
8,962
10,789
0,164
4,983
2,373
5,865
5,204
0,494
10,763
5,55
9,667
5,906
6,649
6,652
2,111
8,217
2,857
9,689
5,601
7,365
0,588
5,535
10,945
6,558
0,752
4,358
9,115
10,878
5,664
0,445
1,946
1,852
5,809
0,43
8,533
0,394
4,53
3,382
3,346
7,435
10,640
6,986
9,302
1,607
1,61
7,774
4,652
3,11
3,313
7,823
5,801
3,34
5,77
8,117
8,965
0,697
1,473
6,257
0,99
8,863
1,832
9,903
3,615
3,287
3,662
9,965
1,999
4,328
10,742
0,856
6,208
5,380
2,107
3,278
10,777
6,603
0,313
9,346
10,489
2,35
9,28
8,147
10,380
8,367
6,123
5,32
6,608
10,117
3,17
4,283
10,384
1,399
0,724
1,677
7,112
9,996
1,98
7,500
10,560
0,466
7,492
7,876
2,853
3,660
7,80
5,667
8,199
8,677
9,591
4,835
2,429
5,532
0,839
1,362
5,450
4,290
4,860
7,953
0,717
9,285
5,256
7,632
0,402
4,84
8,759
0,169
2,739
8,348
9,218
10,51
6,73
7,366
3,857
2,156
9,959
9,786
3,546
1,338
0,264
3,851
10,15
7,273
7,813
9,328
1,585
2,433
2,946
7,310
6,822
5,367
10,513
10,756
10,643
4,574
5,853
8,488
7,702
4,641
8,531
1,79
0,844
1,442
3,712
5,395
9,662
7,381
6,751
10,420
7,899
2,431
1,628
7,733
6,372
10,127
10,127
0,750
3,6
2,610
1,491
9,452
5,181
0,368
1,938
3,384
1,825
1,121
2,137
9,801
2,759
1,728
4,211
5,707
2,671
6,695
1,795
0,572
1,323
0,373
8,20
2,341
4,966
9,110
8,758
4,736
6,714
1,627
3,992
6,206
10,864
1,460
2,709
3,790
7,577
5,429
10,539
6,880
9,782
10,960
5,57
7,131
9,707
2,784
4,913
0,686
10,670
9,463
6,348
10,54
4,899
6,825
5,840
2,890
6,713
0,740
4,818
9,75
1,435
0,18
5,543
8,776
4,383
7,486
6,354
9,250
2,864
2,962
4,930
7,270
4,536
3,426
10,152
1,417
0,939
3,616
8,620
7,890
3,472
9,294
8,812
10,562
10,169
1,913
9,855
9,84
10,78
5,118
10,498
8,688
10,346
5,608
8,26
2,483
3,902
6,151
6,998
0,157
2,579
4,985
0,242
5,86
2,807
3,540
1,360
10,81
1,484
4,413
1,746
9,606
9,405
0,472
9,822
4,370
3,728
6,12
2,32
4,799
1,78
8,165
1,405
0,471
10,373
2,571
1,88
1,787
4,504
6,253
3,465
3,802
8,31
7,621
5,926
10,676
7,656
5,802
0,277
6,266
6,601
8,68
8,627
10,312
4,921
9,78
4,584
1,512
9,465
4,460
3,741
5,782
0,710
2,725
1,695
1,50
8,94
2,135
1,394
7,277
7,588
10,604
6,200
6,292
5,864
3,474
1,246
7,604
4,128
4,233
10,29
8,141
8,959
8,827
6,462
3,633
2,891
7,971
0,474
1,531
7,574
10,200
6,461
4,585
7,84
6,259
4,446
7,664
4,539
4,597
7,168
6,584
0,7
4,812
10,468
0,613
3,946
5,975
8,197
7,193
0,279
10,868
10,607
8,307
9,929
3,655
6,208
0,170
8,419
7,539
5,640
10,415
5,496
5,165
6,326
4,32
5,7
9,375
7,597
4,951
6,462
5,737
9,669
6,509
1,612
8,167
10,638
4,459
3,831
10,572
1,356
9,947
8,823
3,398
7,285
0,391
10,779
5,226
10,271
6,506
10,788
7,547
4,17
9,65
0,53
3,404
6,522
8,277
1,791
3,447
6,523
6,681
3,772
7,876
9,979
0,757
7,852
6,89
7,614
4,481
2,136
8,625
6,406
10,212
7,162
3,791
8,793
8,564
6,294
10,462
10,178
6,415
5,145
3,797
5,838
5,758
7,934
3,760
5,184
1,842
9,930
3,453
8,144
3,167
6,83
6,120
4,960
9,908
9,444
3,325
8,233
3,929
2,69
1,59
2,598
6,959
8,64
2,996
0,862
0,331
2,560
9,269
10,423
7,177
0,40
7,581
10,436
5,787
7,675
1,335
4,704
8,414
7,531
2,755
6,673
3,265
3,138
3,946
0,122
4,118
3,499
6,986
4,86
6,508
2,774
9,711
8,860
7,110
6,179
6,453
10,682
6,382
1,115
1,596
1,235
4,956
6,982
3,756
5,509
6,138
9,841
9,504
10,285
6,807
8,900
7,978
7,459
8,938
8,440
10,119
3,331
9,23
9,381
0,89
7,609
10,955
10,591
1,886
8,512
8,951
7,699
6,94
0,354
4,726
10,232
8,17
3,317
10,41
8,594
7,26
3,844
3,412
9,666
4,110
10,941
3,125
7,295
4,307
8,409
4,795
2,198
1,904
9,230
9,398
3,310
7,142
5,191
5,843
1,155
2,481
4,5
7,844
5,580
1,875
5,50
1,54
9,165
10,947
0,380
6,145
3,141
10,422
1,18
2,588
4,282
7,569
8,158
1,751
7,909
10,687
7,9
2,52
9,396
8,891
5,249
5,12
0,452
8,378
0,275
5,772
3,93
8,719
10,407
1,966
1,174
0,617
10,971
10,974
0,473
2,90
6,599
6,466
6,472
4,655
9,143
2,769
1,145
6,53
8,206
9,845
3,665
8,450
5,402
9,336
3,913
5,164
0,47
10,902
1,940
8,502
1,107
0,169
3,306
7,23
0,671
1,555
1,351
9,977
7,860
1,813
3,376
5,792
7,187
7,139
7,317
9,19
8,41
5,516
6,391
6,88
10,288
10,927
10,100
1,409
4,152
5,7
0,791
3,243
6,903
7,749
10,597
8,557
0,983
2,258
8,69
1,662
10,748
6,696
5,603
3,262
5,558
4,866
9,118
7,825
8,709
2,72
1,864
2,705
7,481
2,90
6,707
7,157
4,305
10,973
10,509
8,926
4,532
6,189
3,739
4,615
6,443
6,478
2,693
5,225
